"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"BP","GO:0032869","cellular response to insulin stimulus",207,-0.355124571289479,-1.94471078959062,2.14827340870342e-08,2.67079960242036e-06,2.10548188979322e-06,2981,"tags=35%, list=16%, signal=29%","Akt2/Ctsd/Slc39a14/Rab8a/Grb2/Zbtb7b/Csrp3/Pdk4/Insig1/Phip/Apc/Gsk3b/Slc9a1/Sos1/Sp1/Slc27a4/Rhoq/Wdtc1/Cyfip1/Lpin1/Ptpra/Ptpre/Zfp592/Prkaa1/Insig2/Sos2/Pip4k2c/Atp2b1/Osbpl8/Zfp36l1/C2cd5/Mapk1/Zdhhc7/Eif4ebp2/Tns2/Gnai2/Pik3r1/Myo1c/Ncoa1/Pdpk1/Trib3/Slc2a8/Sgk1/Syap1/Sorbs1/Pdk2/Nck1/Ndel1/Sirt1/Mfn2/Rab10/Pck2/Ogt/Adipor1/Inpp5k/Pten/Prkcq/Ncoa2/Pip4k2a/Shc1/Marcks/Kbtbd2/Insr/Stxbp4/Eef2k/Rela/Cav2/Igf1r/Foxo1/Irs2/Blvrb/Grb10"
"MF","GO:0005509","calcium ion binding",538,0.375419016103348,1.60736086627611,2.29973991935037e-08,2.8157876194349e-06,2.2197808599535e-06,4382,"tags=39%, list=24%, signal=31%","Myl10/Ttn/Reps1/Sparc/Adgre1/Baiap3/Cacna1e/Anxa2/Pkd1l2/Cubn/Adam8/Vcan/Efcab7/Lrp1/Ryr2/Anxa3/Adgrv1/Plch1/Hmcn1/Clec4e/Epdr1/Lrp2/Pla2g4f/Esyt3/Dlk1/Fbln2/Svep1/Fbn2/Sulf2/Fat2/Fat4/Lrp1b/S100a4/Slc25a12/Enpp3/Dysf/Celsr1/Dsg4/Ccbe1/Fat3/Pcdh15/Thbs4/Matn2/Anxa8/Galnt3/Unc13c/Pla2g12a/Efcab6/Ryr1/Pnliprp1/Ppp3r2/Padi4/Rph3a/Cdh6/Cdhr2/Cps1/Dgkb/Hspg2/Scube2/Dsc3/Scube1/Pla2g4e/Cdh12/Tgm3/Ltbp1/Atp2b2/Egfl6/Duox2/Astn2/Syt7/Necab1/Slit1/Rptn/Acan/Cabp2/Dsc2/Oc90/Adgrl3/Sulf1/Pkd2l1/Rasgrp2/Cadps/Casr/Dsg1b/Pcdh12/Clstn2/Pitpnm3/Otof/Pla2g10/Ryr3/Capn9/Tll2/Pon1/Tpo/Cdh3/Pamr1/Lrp8/Smoc2/Spta1/Fscb/Pclo/Nell1/Hpcal4/Masp1/Ncan/Nell2/C1s2/Aif1/Pcdh19/Vwce/Itln1/Pla2g2d/Umodl1/Habp2/Ttyh2/Cdh2/Anxa10/Cdh16/Sgca/Matn3/Lrp4/Calb1/Casq2/Spock1/Nin/Fstl4/Syt4/Cdhr3/Celsr3/Mmp12/Ncl/Calr/Edil3/Egflam/Creld2/Cib3/Cdh9/Cdhr5/Crtac1/Capn13/Ninl/Pla2g4d/Efcab3/Dsg1c/Vwa2/Grm7/C1rb/Cblc/Slit2/F7/Scgn/Pcdh18/Ppef1/Caln1/Casq1/Pcdhb6/Fbn1/Syt1/Cdh13/Cdh7/Cdhr1/Dsg1a/Alox8/Ocm/Necab2/Slit3/Spock3/Clgn/Pvalb/Tkt/Cdh8/Tll1/Npnt/Cdh26/Masp2/Pla2g12b/Fstl5/Plcd4/Cib4/Cdh10/Dsg3/Thbs3/Ehd3/Egfem1/Efcab5/Dner/Kcnip4/Syt2/F10/Ldlr/Egf/Lalba/Doc2b/Pla2g2f/Padi6/Ppef2/Nkd2/Cacna1b/Celsr2/Cdh23/Pcdh8/Sparcl1/Pnliprp2/Megf6/Calml4/Fbln1/Sntn/Unc13b/Ret/Pkd1l3/Guca1b"
"BP","GO:0007041","lysosomal transport",117,-0.443941684586744,-2.2473071292399,2.81430032614544e-08,3.34633663133014e-06,2.63803063623054e-06,4469,"tags=55%, list=24%, signal=42%","Stx7/Chmp2b/Chmp7/Vps4b/Dennd3/Atp13a2/M6pr/Tsg101/Plekhf1/Rab7/Kif13a/Scarb2/Epg5/Mtm1/Vps54/Zfyve16/Vps52/Nedd4/Hspa8/Chmp3/Ankfy1/Lyst/Gnptab/Chmp2a/Hook1/Cln3/Tmem106b/Vps11/Vps18/Igf2r/Vps4a/Uevld/Vps35/Vps41/Ubxn6/Pik3c3/Ap3b1/Vipas39/Chmp5/Chmp1a/Rhob/Atg14/Pik3r4/Ap1g1/Lamp2/Tgfbrap1/Trak2/Hgs/Als2/Clu/Mgrn1/Arl8b/Lipa/Plekhf2/Slc48a1/Vps39/Ncoa4/Hgsnat/Gprasp1/Aktip/Sort1/Lhcgr/Laptm5/Pink1"
"BP","GO:1901873","regulation of post-translational protein modification",232,-0.342556783570737,-1.84599803869576,2.81587539822361e-08,3.34633663133014e-06,2.63803063623054e-06,4010,"tags=38%, list=22%, signal=30%","Mapk8/Atg7/Crtap/Trim21/Wnk1/Rassf1/Abca2/Pias3/Cblb/Xiap/Dnaja1/Ube2d1/Bex2/Arnt/Rnf40/Capn3/Ptpn22/Hif1a/Bag5/Tbc1d7/Cdc14b/Psmd10/Mad2l2/Gnl3l/Ubxn2a/Rnf111/Fyn/Mul1/Phf23/Gabarap/Itch/Abl1/Atg5/Tgfbr1/Birc2/Gsk3b/Dcun1d3/Ctnnb1/Hspbp1/Mapk9/Pias1/Flcn/Nmi/Ube2b/Tnfaip3/Tollip/Spry2/Btrc/Fbxo4/Pef1/Birc3/Prkce/Trim44/Trib3/Ube3a/Ndfip1/Zc3h12a/Bex1/Trib1/Derl1/Rassf5/Pttg1ip/Dnajb2/Sqstm1/Rchy1/Ogt/Pten/Dcun1d1/Herpud1/Sox4/Siah2/Sphk1/Bmi1/Bex4/Arrb1/Wbp1l/Fbxo33/Rela/Trib2/Peli1/Hmg20a/Arrdc4/Laptm5/Pink1/Egr1/Smad7/Angpt1"
"BP","GO:0035855","megakaryocyte development",24,-0.763714644918432,-2.70878634654983,3.11638004025432e-08,3.64977784134712e-06,2.87724363136829e-06,2437,"tags=62%, list=13%, signal=54%","Abi1/Zfp385a/Ep300/Gp1bb/Nbeal2/Wasf2/Sh2b3/Gp1ba/Pip4k2a/Tal1/Gp9/Fli1/Gp5/Kit/Meis1"
"MF","GO:0022824","transmitter-gated monoatomic ion channel activity",50,0.638622309971542,2.17526410963253,3.45444156623153e-08,3.87713087454403e-06,3.05647373667152e-06,3403,"tags=60%, list=19%, signal=49%","Grik4/Gria1/Grid1/Grik3/Gabrg2/Grik1/Gabrb2/Grin2b/Chrna3/Gria4/Chrna6/Grin2a/Chrna5/Gabra1/Chrnb2/Chrnd/Glra1/Grid2/Gabrg3/Gabra5/Htr3a/Gabrp/Gabrb3/Chrna4/Gabrb1/Grik2/Chrnb3/Htr3b/Gabra6/Gabrg1"
"MF","GO:0022835","transmitter-gated channel activity",50,0.638622309971542,2.17526410963253,3.45444156623153e-08,3.87713087454403e-06,3.05647373667152e-06,3403,"tags=60%, list=19%, signal=49%","Grik4/Gria1/Grid1/Grik3/Gabrg2/Grik1/Gabrb2/Grin2b/Chrna3/Gria4/Chrna6/Grin2a/Chrna5/Gabra1/Chrnb2/Chrnd/Glra1/Grid2/Gabrg3/Gabra5/Htr3a/Gabrp/Gabrb3/Chrna4/Gabrb1/Grik2/Chrnb3/Htr3b/Gabra6/Gabrg1"
"BP","GO:0042113","B cell activation",269,-0.329962763645641,-1.80711923705878,3.39923625860372e-08,3.87713087454403e-06,3.05647373667152e-06,2586,"tags=31%, list=14%, signal=27%","Hmgb3/Pnp/Bank1/Dpp4/Sh3kbp1/Cebpg/Clcf1/Blnk/Parp3/Il4/Il7r/Pagr1a/Phf14/Batf/Fzd9/Plcl2/Notch2/Myb/Gimap1/Cd300a/Ep300/Lyl1/Nckap1l/Samsn1/Bcl6/Hdac5/Cd38/Shb/Tnfaip3/Btla/Lgals8/Akirin2/Bcl3/Zfp36l1/Pkn1/Pik3r1/Cd79b/Ndfip1/Sfrp1/Ptk2b/Nfatc1/Pcyt1a/Lax1/Lyn/Tnfsf4/Il27ra/Mfng/Ikzf1/Dnajb9/Jak3/Inpp5d/Syk/Pten/Zfp36l2/Nfam1/Rag2/Bmi1/Casp3/Fosl2/Nfkbiz/Tnfrsf21/Il2rg/St3gal1/Cd24a/Zbtb7a/Tnfrsf13c/Mmp14/Nfatc2/Hhex/Sash3/Peli1/Nkx2-3/Stat5a/Tlr4/Itm2a/Irs2/Laptm5/Mef2c/Stat5b/Kit/Cd81/Cd27/Flt3/Bcl11a"
"BP","GO:0050864","regulation of B cell activation",129,-0.408272083861298,-2.05947384266964,4.13015105673808e-08,4.57202064239732e-06,3.60427890344324e-06,2586,"tags=36%, list=14%, signal=32%","Hmgb3/Pnp/Bank1/Sh3kbp1/Clcf1/Parp3/Il4/Pagr1a/Cd300a/Nckap1l/Samsn1/Bcl6/Cd38/Tnfaip3/Btla/Akirin2/Zfp36l1/Pkn1/Ndfip1/Sfrp1/Lyn/Tnfsf4/Il27ra/Inpp5d/Syk/Pten/Zfp36l2/Nfam1/Bmi1/Casp3/Tnfrsf21/Il2rg/Cd24a/Tnfrsf13c/Mmp14/Nfatc2/Sash3/Peli1/Stat5a/Tlr4/Irs2/Laptm5/Mef2c/Stat5b/Cd81/Cd27/Flt3"
"BP","GO:0046631","alpha-beta T cell activation",189,-0.36800840495208,-1.98333724216176,4.29707422823647e-08,4.69252119437553e-06,3.69927357457854e-06,2400,"tags=34%, list=13%, signal=30%","Il4/Irgm1/Rasal3/Braf/Clec4g/Ap3b1/Loxl3/Batf/Myb/Il4ra/Gimap5/Gimap1/Atf2/Cd300a/Ep300/Ctsl/Nckap1l/Bcl6/Dock2/Shb/Rhoa/Irf1/Btla/Jak2/Bcl3/Spn/Relb/Brd2/Ndfip1/Zc3h12a/Rora/Il18/Rorc/Tnfsf4/Cd44/Elf4/Jak3/Atp7a/Il12a/Syk/Tmem98/Anxa1/Cd55/Il15/Prkcq/Socs5/Kmt2a/Lgals9/Fosl2/Stat4/Nfkbiz/Il2rg/Nfkbid/Cd24a/Cd274/Sash3/Adora2a/Nkx2-3/Stat3/H2-T23/Pf4/Cd81/Tgfbr2/Smad7/Satb1"
"BP","GO:0035710","CD4-positive, alpha-beta T cell activation",130,-0.407066675143105,-2.06564622790827,4.3728522487495e-08,4.71160253628596e-06,3.71431604342905e-06,2400,"tags=38%, list=13%, signal=34%","Il4/Irgm1/Braf/Loxl3/Batf/Myb/Il4ra/Gimap5/Gimap1/Ep300/Ctsl/Nckap1l/Bcl6/Shb/Irf1/Bcl3/Spn/Relb/Brd2/Ndfip1/Zc3h12a/Rora/Il18/Rorc/Tnfsf4/Cd44/Jak3/Atp7a/Il12a/Tmem98/Anxa1/Cd55/Prkcq/Socs5/Kmt2a/Lgals9/Stat4/Nfkbiz/Il2rg/Nfkbid/Cd24a/Cd274/Sash3/Nkx2-3/Stat3/Pf4/Cd81/Tgfbr2/Smad7/Satb1"
"BP","GO:0007249","canonical NF-kappaB signal transduction",259,-0.32582150284151,-1.8185224617929,4.74542774758445e-08,5.04576337213552e-06,3.97774636127162e-06,3453,"tags=34%, list=19%, signal=28%","Capn3/Irf3/Ppm1a/Ppm1b/Trim34a/Nod1/Sphk2/Tnfrsf1a/Trim30d/Tbk1/Brd4/Mul1/Riok3/Flot1/Dab2ip/Map2k5/Lpar1/Abl1/Optn/Card6/Mapkbp1/Birc2/Nfkbil1/Tle1/Traf6/Nfat5/Rel/Irgm1/Cx3cl1/Trim25/Trim12a/Stat1/Trim32/Rock2/Edar/Ep300/Tifa/Tnfsf10/Ikbkg/Rhoa/Tnfaip3/Irf1/Bcl3/Irgm2/Lurap1/Fbxw11/Traf4/Relb/Sirpa/Btrc/Mid2/Pdpk1/Zmynd11/Prkce/Zc3h12a/Trim62/Zfand6/Crebbp/Hdac1/Rora/Nfkb2/Rock1/Akap13/Map3k3/Sirt1/Cpne1/Sqstm1/Nlrx1/Terf2ip/Traf5/Tlr7/Rhoh/Tgm2/Nfkbid/Ilk/Rela/Ltb/Tspan6/Peli1/Esr1/Tlr4/Irak3/Per1/Trim8/Rassf2/Pink1/Tnip3/Angpt1/Tgfbr3"
"CC","GO:0000151","ubiquitin ligase complex",312,-0.303785065820348,-1.68190222869125,5.53368452171595e-08,5.80749410649177e-06,4.57824452842446e-06,2883,"tags=29%, list=16%, signal=24%","Fbxo9/Itch/Klhl20/Usp47/Med20/Ubr2/Fem1c/Siah1a/Klhl23/Dcun1d3/Anapc7/Med23/Zer1/Trpc4ap/Kctd2/Tmem183a/Dyrk2/Fbxw8/Brap/Spsb3/Ypel5/Cbx8/Dcaf12l1/Maea/Dcaf11/Wdtc1/Kbtbd12/Rnf14/Fbxo8/Ring1/Ube2j2/Klhl28/Zswim4/Appbp2/Zyg11b/Ube4b/Pcgf5/Dcaf5/Ikbkg/Klhl7/Klhl13/Klhl2/Ube2b/Fem1b/Klhdc3/Fbxw11/Fbxo3/Btrc/Spop/Rmnd5b/Fbxl5/Fbxo4/Mgrn1/Pef1/Kctd10/Rnf2/Rnf19a/Dcaf12/Klhl12/Vhl/Wdr26/Rmnd5a/Fbxo44/Arih2/Spsb2/Med10/Cbx6/Rchy1/Dcaf8/Mib2/Amfr/Fbxl3/Pcmtd1/Dcun1d1/Klhl21/Bmi1/Klhl6/Fbxo32/Klhl22/Kbtbd2/Rnf11/Klhl4/Smurf2/Klhl9/Dcaf7/Klhl24/Cbx7/Kbtbd7/Rnf144a"
"BP","GO:0010508","positive regulation of autophagy",164,-0.383401810951845,-2.02468855071698,6.06965429364216e-08,6.28831748037465e-06,4.95729389812717e-06,3344,"tags=37%, list=18%, signal=30%","Trim34a/Hif1a/Nod1/Snx4/Atg13/Prkaa2/Trim30d/Sesn3/Tbk1/Mul1/Sptlc2/Atg101/Trim23/Optn/Lrsam1/Gsk3b/Wac/Eif2ak1/Pik3c2a/Il4/Plk3/Irgm1/Rb1cc1/Trim12a/Trim32/Flcn/Prkaa1/Pafah1b2/Ikbkg/Rab3gap1/Hmox1/Pip4k2c/Dapk1/Snx30/Irgm2/Gnai3/Mid2/Wdr45/Zc3h12a/Adrb2/Bnip3/Rock1/Sirt1/Sqstm1/Tmem59/Ulk1/Deptor/Atg2a/Ddit3/Pip4k2a/Ralb/Sesn1/Trp53inp1/Bnip3l/Foxo1/Slc35d3/Trim8/Plk2/Ormdl3/Pink1"
"BP","GO:0008286","insulin receptor signaling pathway",127,-0.416495489055692,-2.09518142454757,7.41958506710889e-08,7.58091299744447e-06,5.9762907744005e-06,3121,"tags=41%, list=17%, signal=34%","Mzb1/Sesn3/Akt2/Ctsd/Slc39a14/Grb2/Zbtb7b/Csrp3/Pdk4/Phip/Apc/Gsk3b/Sos1/Slc27a4/Rhoq/Ptpra/Ptpre/Zfp592/Prkaa1/Sos2/Pip4k2c/Osbpl8/C2cd5/Mapk1/Eif4ebp2/Tns2/Gnai2/Pik3r1/Pdpk1/Slc2a8/Sorbs1/Pdk2/Nck1/Ndel1/Sirt1/Mfn2/Ogt/Adipor1/Inpp5k/Prkcq/Pip4k2a/Shc1/Marcks/Insr/Stxbp4/Rela/Cav2/Igf1r/Foxo1/Irs2/Blvrb/Grb10"
"BP","GO:0045637","regulation of myeloid cell differentiation",205,-0.352128375541639,-1.90381300219306,7.50492562548642e-08,7.58091299744447e-06,5.9762907744005e-06,2605,"tags=30%, list=14%, signal=26%","Gsk3b/Hmgb3/Gpr171/Nedd9/Traf6/Klf13/Ctnnb1/Il4/Csf3r/Abcb10/Csf1/Stat1/Notch2/Myb/Mturn/Ror2/Hoxa5/Ubash3b/Nckap1l/Ninj1/Zfp36l1/Rnf41/Tcta/Pik3r1/Rcor1/Ndfip1/Sfrp1/Ptk2b/Rarg/Trib1/Lyn/Fam210b/Ikzf1/Tfe3/Inpp5d/Itgam/Tmem64/Ppp3ca/Itgb3/Hcls1/Prdm16/Zfp36/Mapk14/Ets1/Zbtb7a/Tal1/Fos/Stat3/Stat5a/Gfi1b/Gata1/Pf4/Mef2c/Stat5b/Rbp1/Rassf2/Lmo2/Klf10/Meis1/Car2/Mpl/Gata2"
"BP","GO:0016197","endosomal transport",256,-0.32688941730841,-1.81486283127032,7.69372161728441e-08,7.67567461595992e-06,6.05099457151465e-06,4477,"tags=46%, list=24%, signal=35%","Ykt6/Stx7/Chmp2b/Lamtor1/Arl4c/Chmp7/Vps4b/Was/Arl1/Trappc10/Wdr81/Mapk3/Rab7/Scarb2/Vps26a/Wdr91/Dennd1b/Epg5/Rgp1/Cracr2a/Vps54/Zfyve16/Vta1/Nsg2/Vps52/Picalm/Mtmr4/Rab35/Heatr5b/Evi5/Snx31/Tbc1d10b/Chmp3/Ankrd27/Stx12/Ankfy1/Lyst/Rab11fip3/Cln5/Stam/Chmp2a/Tmem87b/Snx6/Snx4/Vamp4/Bloc1s1/Hook1/Plekha3/Ap5s1/Ehd2/Micall1/Itsn2/Agap2/Rab8a/Rab14/Abca1/Vti1b/Vps11/Vps4a/Snx12/Vps26b/Stx6/Dennd1c/Vps35/Ubxn6/Pik3c3/Vti1a/Coro1a/Rab5a/Heatr5a/Chmp5/Chmp1a/Lmtk2/Arfip1/Arf6/Atg14/Pik3r4/Rcsd1/Atp6ap1/Rab29/Tbc1d17/Hgs/Als2/Mcoln1/Snx30/Gosr1/Tmem50a/Mapk1/Stx5a/Ankrd50/Snx17/Cmtm6/Coro1c/Ap5m1/Rab8b/Eps15/Acap2/Laptm4b/Arhgap1/Cdc42/Snx33/Rab10/Arl8b/Rab11a/Rab11b/Vps39/Dennd5a/Rab6a/Msn/Vamp3/Myo1d/Leprot/Aktip/Sort1/Rhobtb3/Rab6b/Itsn1"
"BP","GO:0043542","endothelial cell migration",210,-0.350291451960954,-1.9178500539522,8.41737225102951e-08,8.09771251911541e-06,6.38370136130709e-06,2016,"tags=29%, list=11%, signal=26%","Clec14a/Rhob/Rock2/Patz1/Serpinf1/Dll4/Hdac5/Plekhg5/Tbxa2r/Rhoa/Hmox1/Lgals8/Bmp4/Pxn/Zeb2/Pdpk1/P2rx4/Itgb2/Jup/Coro1b/Rras/Zc3h12a/Ptk2b/Ptp4a3/Vhl/Vegfc/Notch1/Map3k3/Sirt1/Sox18/Atp2b4/Rac1/Anxa1/Itgb3/Gab1/Pten/Prkx/Rhoj/Nr4a1/Robo4/Plcg1/Egr3/Prcp/Ets1/Fstl1/Rin2/Spred1/Pik3cg/Stat5a/Dnaja4/Plk2/Tek/Mef2c/Glul/Efna1/Prkd2/Angpt1/Apoe/Tgfbr3/Gata2"
"BP","GO:0031331","positive regulation of cellular catabolic process",230,-0.337790307967505,-1.84409922898183,8.34733408762079e-08,8.09771251911541e-06,6.38370136130709e-06,3386,"tags=33%, list=19%, signal=27%","Abcd1/Trim34a/Hif1a/Ppp2ca/Nod1/Snx4/Atg13/Prkaa2/Trim30d/Sesn3/Tbk1/Mul1/Akt2/Sptlc2/Atg101/Trim23/Itch/Optn/Lrsam1/Mlx/App/Gsk3b/Htr2a/Wac/Eif2ak1/Pik3c2a/Il4/Plk3/Irgm1/Rb1cc1/Trim12a/Trim32/Flcn/Prkaa1/Pafah1b2/Ikbkg/Rab3gap1/Hmox1/Pip4k2c/Dapk1/Snx30/Irgm2/Gnai3/Mid2/Wdr45/Zc3h12a/Adrb2/Bnip3/Daglb/Rock1/Cpt1a/Snx33/Sirt1/Sqstm1/Tmem59/Ulk1/Deptor/Atg2a/Ddit3/Pip4k2a/Ralb/Sesn1/Insr/Trp53inp1/Bnip3l/Tnfrsf1b/Foxo1/Slc35d3/Trim8/Plk2/Irs2/Laptm5/Zbtb20/Ormdl3/Pink1/Apoe"
"MF","GO:0031625","ubiquitin protein ligase binding",291,-0.318819770044898,-1.70526269937446,8.22752664069926e-08,8.09771251911541e-06,6.38370136130709e-06,2042,"tags=23%, list=11%, signal=21%","Ube2j2/Pias1/Patz1/Atxn3/Gabarapl2/Ubash3b/Smad3/Ikbkg/Tmbim6/Ube2b/Prkaca/Ube2j1/Prkacb/Tollip/Traf4/Smad5/Prkar2b/Spop/Clu/Pik3r1/Erlin2/Trib3/Abi2/Ski/Smad1/Ptk2b/Tnk2/Sorbs1/Trib1/Lyn/Laptm4b/Prkar1a/Derl1/Per3/Slc22a18/Dnajb2/Mfn2/Map1lc3a/Sqstm1/Egr2/Fzd6/Triobp/Fzd8/Pml/Ywhaz/Syk/Traf5/Cacul1/Jak1/Ralb/Gabarapl1/Dlg3/Arrb1/Wbp1l/Rela/Trib2/Dazap2/Tnfrsf1b/Foxo1/Map1lc3b/Crk/Per1/Laptm5/Rhobtb3/Flt3/Pink1/Smad7/Txnip"
"MF","GO:0015081","sodium ion transmembrane transporter activity",154,0.475116362259885,1.87563564060933,1.01821839459904e-07,9.45772741006308e-06,7.45584721610819e-06,5250,"tags=54%, list=29%, signal=39%","Slc17a8/Slc1a1/Slc4a11/Grik4/Scn3a/Slc4a10/Slc1a2/Scn8a/Scn4b/Scn7a/Hcn1/Slc6a3/Slc13a4/Slc6a11/Slc4a9/Slc6a7/Slc5a8/Atp12a/Grik3/Scn1a/Slc9a3/Slc4a4/Slc5a4b/Slc28a1/Grik1/Scn9a/Asic2/Slc9c1/Cacna1i/Slc12a1/Pkd2l1/Slc6a4/Scn2b/Scn10a/Mfsd2a/Slc6a1/Scnn1b/Slc6a2/Slc28a3/Nalcn/Scn5a/Slc34a2/Slc6a12/Slc8a3/Slc6a5/Slc1a3/Slc10a6/Slc29a1/Slc17a6/Slc5a10/Atp1a3/Slc38a4/Slc13a3/Slc6a18/Slc5a4a/Scn4a/Slc5a12/Slc13a1/Grik2/Slc6a20a/Slc5a9/Slc5a7/Slc13a5/Scnn1g/Atp1a4/Cnga3/Slc24a3/Slc4a5/Slc8a2/Slc38a3/Slc24a4/Cnga1/Trpm2/Slc6a14/Slc1a7/Hcn4/Slc4a8/Slc10a2/Slc22a1/Slc10a4/Mcoln3/Slc6a20b/Atp1a2"
"CC","GO:0090575","RNA polymerase II transcription regulator complex",236,-0.335014236968267,-1.80295729064237,1.01707720596166e-07,9.45772741006308e-06,7.45584721610819e-06,3578,"tags=35%, list=20%, signal=28%","Arnt/Gtf2e1/Wwox/Thap11/E2f6/Med19/Nfyc/Tada3/Hif1a/Rfx5/Gtf2h3/Stat6/Crem/Jun/Tcf12/Pou2f1/Med11/Cbfb/Med22/Creb1/Maf/Ing2/Gtf2a1/Mxi1/Med20/Rxrb/Taf2/Mlx/Tle1/Fosl1/Usp22/Chd4/Tcea1/Cebpg/Med23/Ctnnb1/Hipk2/Rfxank/Creb3/Batf/Stat1/Dr1/Myb/Vdr/Atf2/Mxd4/Smad3/Taf12/Cebpd/Med14/Tle4/Maff/Smad5/Ncoa1/Tfdp2/Bach2/Taf9b/Smad1/Crebbp/Bcl9l/Tcf7l2/Med10/Smad4/Ncoa2/Junb/Tcf4/Ddit3/Nr1h2/Fosl2/Stat4/Tle3/Nfe2/Nfatc2/Jund/Fos/Stat3/Stat5a/Tcf15/Pbx1/Stat5b/Smad7/Hlf"
"BP","GO:0070661","leukocyte proliferation",332,-0.300437974322718,-1.66162665410954,1.00724784968208e-07,9.45772741006308e-06,7.45584721610819e-06,2893,"tags=32%, list=16%, signal=27%","Ncstn/Ccnd3/Rps6/Itch/Lst1/Abl1/Zbtb7b/Vav3/Slc4a2/Ptk2/Gsk3b/Pnp/Traf6/Clcf1/Sos1/Ctnnb1/Pura/Il4/Ebi3/Irgm1/Il7r/Rasal3/Clec4g/Cx3cl1/Coro1a/Ifnar2/Csf1/Plcl2/Cd300a/Sos2/Nckap1l/Bcl6/Cd38/Dock2/Shb/Irf1/Btla/Jak2/Bmp4/Mapk1/Spn/Pkn1/Clu/Itgb2/Ndfip1/Pcyt1a/Il18/Lyn/Alkbh5/Tspan32/Nck1/Prkar1a/Rassf5/Tnfsf4/Cd44/Efnb1/Elf4/Jak3/Inpp5d/Itgam/Il12a/Syk/Ppp3ca/Anxa1/Cd55/Pten/Il15/Lipa/Prkcq/Rag2/Junb/Bmi1/Cnn2/Lgals9/Casp3/Fosl2/Stat4/Nfkbiz/Tnfrsf21/Cd24a/Cd274/Msn/Tnfrsf13c/Nfatc2/Hhex/Sash3/Peli1/Stat5a/Tlr4/H2-T23/Tnfrsf1b/Irs2/Laptm5/Hes1/Mef2c/Slamf1/Stat5b/Kit/Cd81/Cd27/Tgfbr2/Flt3/Sdc4/Mpl/Satb1"
"BP","GO:0032943","mononuclear cell proliferation",304,-0.306592850579695,-1.67666102347143,1.09353468158155e-07,1.00418792748415e-05,7.91635393891331e-06,2893,"tags=32%, list=16%, signal=27%","Ncstn/Ccnd3/Rps6/Itch/Lst1/Abl1/Zbtb7b/Vav3/Slc4a2/Pnp/Traf6/Clcf1/Sos1/Ctnnb1/Pura/Il4/Ebi3/Irgm1/Il7r/Rasal3/Clec4g/Coro1a/Ifnar2/Csf1/Plcl2/Cd300a/Sos2/Nckap1l/Bcl6/Cd38/Dock2/Shb/Irf1/Btla/Jak2/Bmp4/Spn/Pkn1/Itgb2/Ndfip1/Pcyt1a/Il18/Lyn/Alkbh5/Tspan32/Nck1/Prkar1a/Rassf5/Tnfsf4/Cd44/Efnb1/Elf4/Jak3/Inpp5d/Itgam/Il12a/Syk/Ppp3ca/Anxa1/Cd55/Pten/Il15/Lipa/Prkcq/Rag2/Bmi1/Cnn2/Lgals9/Casp3/Fosl2/Nfkbiz/Tnfrsf21/Cd24a/Cd274/Msn/Tnfrsf13c/Nfatc2/Sash3/Peli1/Stat5a/Tlr4/H2-T23/Tnfrsf1b/Irs2/Laptm5/Hes1/Mef2c/Slamf1/Stat5b/Cd81/Cd27/Tgfbr2/Flt3/Sdc4/Mpl/Satb1"
"MF","GO:0005525","GTP binding",319,-0.301225772933767,-1.66212000486614,1.15389420792281e-07,1.04771001058699e-05,8.25945327776329e-06,2950,"tags=29%, list=16%, signal=24%","Rhobtb2/Ehd2/Agap2/Trim23/Rab8a/Rab14/Arl6/Eef1a1/Sar1a/Arl5b/Rab40b/Gimap8/Agap1/Rab22a/Irgm1/Arf3/Rab5a/Rhoq/Arl3/Rab28/Ak4/Gimap5/Rhob/Gna14/Gbp9/Arf6/Rab2b/Rab33b/Rab4a/Gimap1/Arl5a/Glud1/Rab29/Arl15/Gna13/Irgq/Iigp1/Rhoa/Arl4d/Dapk1/Gbp2/Irgm2/Rtkn/Arf4/Gnaq/Arf2/Gnai3/Gnai2/Gbp8/Rit1/Rab8b/Rras/Rap2a/Rabl2/Rap2c/Rnd2/Cdc42/Mfn2/Rab10/Pck2/Urgcp/Rac1/Ak3/Gnaz/Arl8b/Rab18/Rab5b/Gimap6/Rab37/Rhoj/Ralb/Rab11a/Mocs1/Rhoh/Insr/Rab11b/Tgm2/Rab6a/Tgtp2/Rrad/Npr2/Rab32/Rap1b/Rhof/Rab27b/Rab38/Rab43/Rab6b/Eif2s3y/Gem/Gch1"
